representants_id;adresse;code_postal;derniere_publication_activite;date_premiere_publication;declaration_organisation_appartenance;declaration_tiers;denomination;identifiant_national;activites_publiees;page_facebook;page_linkedin;page_twitter;site_web;nom_usage_HATVP;pays;sigle_HATVP;type_identifiant_national;ville;label_categorie_organisation
248;"BOEHRINGER INGELHEIM FRANCE
14 RUE JEAN ANTOINE DE BAIF
CS 31318";75644;17/12/2018 10:17:35;13/12/2017 18:21:27;True;False;BOEHRINGER INGELHEIM FRANCE;337280226;True;;;;;;FRANCE;;SIREN;PARIS CEDEX 13;Société commerciale
249;"SYNDICAT NATIONAL DES SCENES PUBLIQUES
38 RUE DU FAUBOURG SAINT JACQUES";75014;;09/04/2019 11:43:21;True;False;SYNDICAT NATIONAL DES SCENES PUBLIQUES;414741983;False;https://www.facebook.com/SNSPscenespubliques/;;;https://www.snsp.fr/;;FRANCE;;SIREN;PARIS;Organisation professionnelle
250;"RUNGIS MARCHE INTERNATIONAL
MIN PARIS RUNGIS
1 RUE DE LA TOUR
BP 316 CHEVILLY LARUE";94152;29/03/2019 12:42:10;21/03/2019 16:11:21;True;False;SOCIETE D ECONOMIE MIXE D AMENAGEMENT ET DE GESTION DU MARCHE D INTERET NATIONAL DE LA REGION.... SUITE EN OBSERVATION;662012491;True;;;;;;FRANCE;;SIREN;RUNGIS CEDEX 1;Société commerciale
251;51 RUE FONDARY;75015;;07/10/2019 18:16:00;False;False;SOLUNI;480890839;False;;;;https://soluni.net;;FRANCE;;SIREN;PARIS 15;Société commerciale
252;"FAIRVALUE CORPORATE COMMUNICATION
12 RUE DE CASTIGLIONE";75001;23/09/2019 20:35:44;05/10/2017 18:46:48;True;True;FAIRVALUE CORPORATE COMMUNICATION;481518843;True;;https://fr.linkedin.com/company/fairvalue-corporate-&-public-affairs;https://twitter.com/FairValue_EU;http://www.fairvaluecc.com;FAIRVALUE CORPORATE & PUBLIC AFFAIRS;FRANCE;;SIREN;PARIS;Cabinet de conseils
253;"COORDI SOLIDARITE URGENCE DEVELOPPEMEN
14 PASSAGE DUBAIL";75010;31/07/2019 11:46:08;13/12/2017 12:57:10;False;False;COORDI SOLIDARITE URGENCE DEVELOPPEMENT;398699538;True;https://www.facebook.com/pages/Coordination-SUD/270517446303;https://fr.linkedin.com/company/coordinationsud;https://twitter.com/coordinationsud;https://www.coordinationsud.org/;COORDINATION SOLIDARITE URGENCE DEVELOPPEMENT;FRANCE;;SIREN;PARIS;Association
254;"MONSIEUR VIANNEY RIVIERE
3 RUE VAUBAN";33000;09/04/2019 11:33:59;13/12/2017 10:50:58;True;False;RIVIERE VIANNEY LIONEL LOUIS;400789608;True;;;;;;FRANCE;;SIREN;BORDEAUX;Avocat indépendant
255;"INSTITUT MERIEUX
17 RUE BOURGELAT";69002;01/04/2019 08:38:08;30/11/2017 10:05:03;True;False;INSTITUT MERIEUX;348579509;True;;;;;;FRANCE;;SIREN;LYON;Société commerciale
256;"FDSEA Cotes d'Armor
AVENUE DU CHALUTIER SANS PITIE";22190;07/05/2018 09:15:18;14/12/2017 16:43:02;True;False;FDSEA Cotes d'Armor (22);339078784;True;https://www.facebook.com/pg/fdsea22/posts/?ref=page_internal;;https://twitter.com/fdsea22?lang=fr;;FÉDÉRATION DÉPARTEMENTALE DES SYNDICATS D’EXPLOITANTS AGRICOLES DES CÔTES D'ARMOR;FRANCE;FDSEA 22;SIREN;PLERIN;Syndicat
257;"FEDERATION FRANCAISE DU CARTONNAGE ET ARTICLES DE PAPETERIE
4/6 RUE BORROMEE";75015;;25/10/2017 10:23:52;True;True;FEDERA FRANC DU CARTONNAGE;784178535;False;;https://www.linkedin.com/company/3339625/;https://twitter.com/FFCPnationale;https://www.ffcp.fr;FÉDÉRATION FRANÇAISE DU CARTONNAGE ET ARTICLES DE PAPETERIE;FRANCE;FFCP;SIREN;PARIS;Organisation professionnelle
258;"ENERPLAN
LE FORUM BAT B
ZONE ATHELIA IV 
515 AVENUE DE LA TRAMONTANE";13600;08/04/2019 14:40:28;14/12/2017 16:59:51;False;False;ENERPLAN;344808902;True;;https://www.linkedin.com/company-beta/576360/;https://twitter.com/enerplan;http://www.enerplan.asso.fr;SYNDICAT DES PROFESSIONNELS DE L'ENERGIE SOLAIRE;FRANCE;;SIREN;LA CIOTAT;Organisation professionnelle
259;"MUTUALITE FR AUVERGNE RHONE ALPES
IMMEUBLE OPEN 6
158 AVENUE THIERS";69006;31/03/2019 19:05:22;29/12/2017 08:42:36;True;True;MUTUALITE FRANCAISE AUVERGNE RHONE ALPES;390917664;True;;;;https://ara.mutualite.fr;;FRANCE;;SIREN;LYON;Organisation professionnelle
260;"206 Quai de Valmy
Maison Des Associations (Boîte 51)";75010;;29/10/2019 21:24:05;True;False;FLAG !;W751150999;False;https://www.facebook.com/flagasso;https://www.linkedin.com/company/18866005;https://twitter.com/flagasso;https://www.flagasso.com;;France;;RNA;Paris;Association
261;"SCIENCES CITOYENNES
38 RUE SAINT SABIN";75011;21/05/2019 15:42:43;15/04/2019 15:47:39;True;False;ASS POUR UNE FONDATION SCIENCE CITOYENNE;445143936;True;https://fr-fr.facebook.com/fondationsciencescitoyennes/;https://www.linkedin.com/company/fondation-sciences-citoyennes;https://twitter.com/fsc_infos;https://sciencescitoyennes.org/;ASSOCIATION POUR UNE FONDATION SCIENCES CITOYENNES;FRANCE;;SIREN;PARIS;Association
262;"UNION METIERS & INDUSTRIES HOTELLERIE
22 RUE D ANJOU";75008;28/03/2019 18:34:02;29/11/2017 11:52:19;True;False;UNION METIERS & INDUSTRIES HOTELLERIE;784357857;True;https://www.facebook.com/UMIH.France/;https://www.linkedin.com/company/6426280/;https://twitter.com/UMIH_France;http://www.umih.fr/fr/;UNION DES METIERS ET DES INDUSTRIES DE L'HOTELLERIE;FRANCE;UMIH;SIREN;PARIS;Syndicat
263;"NUTRICIA NUTRITION CLINIQUE SAS
150 AU 152
150 BOULEVARD VICTOR HUGO";93400;21/11/2019 23:10:31;05/12/2017 11:19:09;True;False;NUTRICIA NUTRITION CLINIQUE SAS;451229306;True;;;;https://www.nutricia.fr/;;FRANCE;;SIREN;ST OUEN CEDEX;Société commerciale
264;1 rue Georges Laufenburger;67400;;12/11/2018 15:19:12;False;False;SILENT GROUP;H947797144;False;https://www.facebook.com/silentgroup.fr/;https://www.linkedin.com/company/silent-group/;;http://www.silentgroup.fr;;FRANCE;;HATVP;ILLKIRCH GRAFFENSTADEN;Société commerciale
265;;69002;02/08/2019 12:32:42;02/08/2019 12:02:40;False;True;KORPORATE;809051675;True;;https://www.linkedin.com/in/cyril-de-gasquet-33737843/;;https://www.korporate.pro/;;FRANCE;;SIREN;LYON 2EME;Société commerciale
266;;78180;03/10/2019 11:30:18;30/04/2018 15:47:30;True;False;GRANDVISION FRANCE;492787957;True;;;;;;FRANCE;;SIREN;MONTIGNY LE BRETONNEUX;Société commerciale
267;;75015;;09/10/2019 15:21:49;False;False;ALLIANCE VITA;398966358;False;;;;;;FRANCE;;SIREN;PARIS;Association
268;"MEDEF 93+94 - LE MEDEF DE L EST PARISIEN
39 avenue Foch 
CS 70034";94306;22/02/2019 10:57:10;12/12/2017 17:31:02;False;False;MEDEF DE L'EST PARISIEN;424430346;True;;;;;MOUVEMENT DES ENTREPRISES DE FRANCE DE L'EST PARISIEN;FRANCE;;SIREN;VINCENNES;Syndicat
269;"CCIR AUVERGNE RHONE ALPES
LYON 2EME
32 QUAI PERRACHE
CS 10015";69286;19/03/2019 17:55:26;30/11/2017 14:42:23;False;False;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE REGION AUVERGNE - RHONE-ALPES;130022692;True;https://www.facebook.com/CCIREGIONARA/;;https://twitter.com/CCI_ARA;http://www.auvergne-rhone-alpes.cci.fr/;;FRANCE;CCI AUVERGNE RHONE ALPES;SIREN;LYON CEDEX 02;Chambre consulaire
270;;78000;;12/04/2018 15:42:34;False;False;SECONDE-LECTURE;800459380;False;;https://www.linkedin.com/in/bernard-nicolaieff-8b7b5330?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base%3BYB2bIAeDThmEsmEJ6ijxig%3D%3D;https://twitter.com/BNicolaieff;https://www.seconde-lecture.fr;;FRANCE;SL2C;SIREN;VERSAILLES;Cabinet de conseils
271;7, rue de la Tour des Dames;75009;01/04/2019 11:21:36;20/12/2017 17:32:47;True;True;ALINEA, AVOCATS A LA COUR;537789737;True;;https://www.linkedin.com/in/pierre-morrier-b24499/;;http://www.alinea-avocats.eu/;;FRANCE;;SIREN;PARIS;Cabinet d’avocats
272;"GEMME
6 AVENUE FRANKLIN DELANO ROOSEVELT";75008;22/03/2019 10:04:12;12/12/2017 15:32:56;True;True;GEMME;493174825;True;;;;http://www.medicamentsgeneriques.info;;FRANCE;;SIREN;PARIS;Organisation professionnelle
273;"SNCF RESEAU
15-17
RUE JEAN PHILIPPE RAMEAU
CS 80001";93418;02/04/2019 11:18:43;23/12/2017 22:32:37;True;False;SNCF RESEAU;412280737;True;;;;;;FRANCE;;SIREN;ST DENIS CEDEX;Etablissement public exerçant une activité industrielle et commerciale
274;"ARCTURUS RHONE MEDITERRANEE
9 QUAI DE RIVE NEUVE";13001;29/03/2019 09:32:35;20/09/2017 14:40:04;True;True;ARCTURUS RHONE MEDITERRANEE;500124037;True;;;https://twitter.com/ArcturusMed?lang=fr;http://www.arcturus-group.com;;FRANCE;;SIREN;MARSEILLE;Cabinet de conseils
275;"APCO WORLDWIDE
12 BIS RUE KEPLER";75116;01/04/2019 20:00:23;01/12/2017 15:42:01;True;True;APCO WORLDWIDE;408747368;True;;;;;;FRANCE;;SIREN;PARIS;Cabinet de conseils
276;"COMITÉ CHAMPS-ÉLYSÉES
34 AVENUE DES CHAMPS ELYSEES";75008;;06/08/2019 16:46:52;True;True;COMITE CHAMPS ELYSEES;398484873;False;https://www.facebook.com/AvenueChampsElyseesOff/;;https://twitter.com/AvChampsElysees;https://www.comite-champs-elysees.com;;FRANCE;;SIREN;PARIS;Association
277;;54000;;27/07/2019 10:08:17;False;True;FEDERATION FRANCAISE DE LA DISTRIBUTION PHARMACEUTIQUE (FFDP);W543009672;False;;;;;;FRANCE;;RNA;NANCY;Organisation professionnelle
278;;42170;;16/10/2017 10:52:54;False;False;RIVOLIER PERE ET FS ARMURERIE;544500812;False;;;;;;FRANCE;;SIREN;ST JUST ST RAMBERT;Société commerciale
279;"INDIVIOR FRANCE
1 5
1 AVENUE CARNOT";91300;11/04/2019 15:15:45;12/12/2017 23:12:29;True;False;INDIVIOR FRANCE;525134862;True;;;;http://www.indivior.com/;;FRANCE;;SIREN;MASSY;Société commerciale
280;7 RUEDU FG POISSONNIERE;75009;;24/10/2019 15:51:32;True;False;INTERPROFESSION VOLAILLE DE CHAIR;850410697;False;;;;;;FRANCE;;SIREN;PARIS 9;Organisation professionnelle
281;;75008;;27/04/2018 09:39:14;True;True;SYND. DU THE ET DES PLANTES A INFUSION;443697487;False;;;https://twitter.com/Indus_Vegetal;http://www.fedalim.net/stepit/fedalim;SYNDICAT DU THÉ ET DES PLANTES À INFUSION;FRANCE;STEPI;SIREN;PARIS;Organisation professionnelle
282;"FED NAT SYND D AGENT GENEREAUX D ASSUR
30 RUE OLIVIER NOYER";75014;10/05/2019 10:47:12;29/12/2017 10:30:04;True;False;FED NAT SYND D'AGENT GENEREAUX D'ASSURAN;784702524;True;;;;http://www.agea.fr/;FÉDÉRATION NATIONALE DES SYNDICATS D'AGENTS GÉNÉRAUX;FRANCE;AGEA;SIREN;PARIS;Organisation professionnelle
283;"COMILOG DUNKERQUE
PARIS 15
TOUR MONTPARNASSE
33 AVENUE DU MAINE";75755;;04/12/2017 15:20:02;False;False;COMILOG DUNKERQUE;345308936;False;;;;;;FRANCE;;SIREN;PARIS CEDEX 15;Société commerciale
284;;75009;27/04/2018 15:20:49;14/12/2017 14:25:23;True;False;SOLVAY FRANCE;352170161;True;;;;;;FRANCE;;SIREN;PARIS;Société commerciale
285;"UNION PROF ARTISANALE DE LA VENDEE
MAISON DE L ARTISANAT
35 RUE SARAH BERNHARDT
BP 247";85006;;31/07/2018 16:56:58;True;True;UNION PROFESSIONNELLE ARTISANALE DE LA VENDEE;500536834;False;;;;https://u2p-france.fr/;;FRANCE;;SIREN;LA ROCHE SUR YON CEDEX;Association
286;"CONVENTION NATIONALE DES ASSOCIATIONS DE PROTECTION  DE L'ENFANT
118 RUE DU CHATEAU DES RENTIERS";75013;03/04/2019 09:30:08;15/02/2018 12:33:32;True;False;LA CONVENTION NATIONALE DES ASSOC DE PROTECTIONDE L ENFANT;784411951;True;https://www.facebook.com/cnape.fr;;https://twitter.com/la_cnape;http://www.cnape.fr;LA CONVENTION NATIONALE DES ASSOCIATIONS DE PROTECTION DE L'ENFANT;FRANCE;CNAPE;SIREN;PARIS;Association
287;"ASS SIMPLIF DEMATERIALISAT DONNEES SOCIETE
C/O Meta4 France SAS
Tour d'Asnières - 4 avenue Laurent Cely ";92606;29/03/2019 01:10:46;29/03/2019 01:02:21;False;True;ASS SIMPLIFICATION ET DEMATERIALISATION DES DONNEES SOCIALES;485356430;True;;;;http://www.association-sdds.org/;;FRANCE;;SIREN;ASNIERES SUR SEINE;Association
288;"FNAC DARTY PARTICIPATIONS ET SERVICES
ZAC PORT D IVRY
9 RUE DES BATEAUX LAVOIRS";94200;01/04/2019 09:53:09;18/12/2017 09:57:06;True;False;FNAC DARTY PARTICIPATIONS ET SERVICES;775661390;True;;;;http://www.fnacdarty.com/;;FRANCE;;SIREN;IVRY SUR SEINE;Société commerciale
289;16 AVGEORGES AURIC;72000;;07/08/2019 11:19:21;False;False;ASSOCIATION NATIONALE ANIMAUX SOUS TENSION;851073296;False;;;;;;FRANCE;;SIREN;LE MANS;Association
290;16, boulevard Saint Germain;75005;09/08/2019 00:41:14;09/08/2019 00:35:46;False;False;PROJET CASSANDRE;H971192852;True;;;;;;FRANCE;;HATVP;PARIS;Association
291;"VAE SOLIS CORPORATE
16 AVENUE KLEBER";75116;29/03/2019 17:23:51;01/12/2017 15:50:22;False;True;VAE SOLIS CORPORATE;443805197;True;;https://www.linkedin.com/company/vae-solis/;https://twitter.com/vaesolis;http://www.vae-solis.com/;;FRANCE;;SIREN;PARIS;Cabinet de conseils
292;127 AVENUE CHARLES DE GAULLE;92200;;18/10/2019 17:36:28;False;False;KAUFMAN & BROAD SA;702022724;False;;;;https://www.kaufmanbroad.fr/;;FRANCE;;SIREN;NEUILLY SUR SEINE;Société commerciale
293;"GROUPE LIMAGRAIN HOLDING
CLERMONT LIMAGNE
RUE HENRI MOUDOR
BIOPOLE";63360;09/10/2019 10:39:21;15/02/2018 10:10:13;True;False;GROUPE LIMAGRAIN HOLDING;322791039;True;https://www.facebook.com/pages/Limagrain/105552859478071;https://www.linkedin.com/company-beta/688652/;https://twitter.com/Limagrain?lang=fr;http://www.limagrain.com/;VILMORIN LIMAGRAIN;FRANCE;;SIREN;ST BEAUZIRE;Société commerciale
294;"MUTUALITE FRANCAISE NORMANDIE
16 AVENUE DU 6 JUIN";14000;01/05/2018 12:44:59;11/09/2017 08:47:33;True;True;MUTUALITE FRANCAISE NORMANDIE;444628275;True;;;;https://normandie.mutualite.fr/;;FRANCE;;SIREN;CAEN;Organisation professionnelle
295;"CHIMIREC DEVELOPPEMENT
5 A 15
5 RUE DE L EXTENSION
CS 40001";93441;24/04/2018 19:30:05;20/12/2017 15:44:29;True;True;CHIMIREC DEVELOPPEMENT;391282597;True;;https://www.linkedin.com/company-beta/6118649/;https://twitter.com/groupechimirec;http://chimirec.fr;;FRANCE;;SIREN;DUGNY CEDEX;Société commerciale
296;"MUTUALITE FRANCAISE DE GUYANE
ROUTE DE MONTABO
1 LOTISSEMENT BENEY";97300;;11/09/2017 08:48:07;True;True;MUTUALITE FRANCAISE DE GUYANE;501896336;False;;;;http://www.guyane.mutualite.fr/;;FRANCE;;SIREN;CAYENNE;Organisation professionnelle
297;"HEINEKEN FRANCE
2 RUE DES MARTINETS";92500;28/03/2019 20:51:12;30/04/2018 11:19:20;True;False;HEINEKEN FRANCE;328730759;True;https://www.facebook.com/HeinekenFrance;;https://twitter.com/HeinekenFrance;http://www.heinekenfrance.fr;;FRANCE;;SIREN;RUEIL MALMAISON;Société commerciale
298;;93300;;14/09/2017 16:16:51;False;True;CLAIRE DAGNOGO & SURICATES;821231248;False;;;;https://suricates.org/;;FRANCE;;SIREN;AUBERVILLIERS;Société commerciale
299;"FRANCE GENEROSITES
96 BOULEVARD DE MAGENTA";75010;11/04/2019 17:56:42;19/12/2017 11:00:08;False;True;UNION NATIONALE DES ORGANISMES FAISANT APPEL AUX GENEROSITES;497918375;True;;;;;;FRANCE;;SIREN;PARIS;Syndicat
300;"FEDERAT NAL COIFFURE HAUTE NORMANDIE
REZ DE CHAUSSEE PORTE GAUCHE
36 B AVENUE DES CANADIENS";76140;26/04/2019 11:52:41;12/04/2018 15:35:23;True;False;FEDERATION NATIONALE COIFFURE HAUTE-NORMANDIE;402390751;True;https://www.facebook.com/UNECNdie;;https://twitter.com/CDore76;https://unec-normandie.fr/;;FRANCE;;SIREN;LE PETIT QUEVILLY;Organisation professionnelle
301;;75006;;09/01/2018 16:08:11;False;True;AB CREATION - CONSEIL;478023294;False;;;;http://www.enjeuxpublics.com/;;FRANCE;;SIREN;PARIS;Société commerciale
302;;92012;;21/10/2019 09:54:45;False;False;FEDERATION DES EDITEURS D'INFORMATIQUE MEDICALE ET PARAMEDICALE AMBULATOIRE - (FEIMA);W334000779;False;;;;https://www.feima.fr;;France;;RNA;Nanterre;Organisation professionnelle
303;"UNOCAM
120 BOULEVARD RASPAIL";75006;30/07/2019 11:23:24;05/09/2017 10:06:26;False;False;UNION NATIONALE DES ORGANISMES D ASSURANCE MALADIE COMPLEMENTAIRE;488509191;True;;;;http://www.unocam.fr;;FRANCE;;SIREN;PARIS;Association
304;"CONSEIL NATION ORDRE ARCHITECT
TOUR MONTPARNASSE
33 AVENUE DU MAINE";75015;22/03/2019 11:09:08;04/12/2017 16:51:27;False;False;CONSEIL NATION ORDRE ARCHITECT;784356354;True;https://www.facebook.com/conseil.national.ordre.architectes;https://linkedln.com/company/conseil-national-de-l'ordre-des-architectes;https://twitter.com/Architectes_org;http://www.architectes.org;CONSEIL NATIONAL DE L'ORDRE DES ARCHITECTES;FRANCE;;SIREN;PARIS;Organisation professionnelle
305;"FEDERATION FRANCAISE DE L ASSURANCE
26 BOULEVARD HAUSSMANN";75009;29/03/2019 13:00:20;09/10/2017 10:41:07;True;False;FEDERATION FRANCAISE DE L ASSURANCE (FFA);784409013;True;;;;https://www.ffa-assurance.fr;;FRANCE;FFA;SIREN;PARIS;Organisation professionnelle
306;"CCIT ILLE ET VILAINE
2 AVENUE DE LA PREFECTURE
CS 64204";35042;19/12/2018 16:46:08;06/12/2017 14:58:37;False;False;CHAMBRE DE COMMERCE ET D'INDUSTRIE TERRITORIALE ILLE-ET-VILAINE;130022809;True;;;;http://www.cci.ille-et-vilaine.fr;;FRANCE;CCI 35;SIREN;RENNES CEDEX;Chambre consulaire
307;"ASSOCIATION REFEDD
CHEZ MIE
50 RUE DES TOURNELLES";75003;;19/12/2017 10:52:36;True;False;ASSOCIATION REFEDD;510614217;False;https://www.facebook.com/Refedd/;https://www.linkedin.com/company/refedd;https://twitter.com/REFEDD;https://www.refedd.org;;FRANCE;;SIREN;PARIS;Association
308;;13290;;12/12/2017 15:52:02;False;True;UPAR PACA;441737343;False;;;;;UNION DES ENTREPRISES DE PROXIMITE PACA;FRANCE;;SIREN;AIX EN PROVENCE;Organisation professionnelle
309;"CHAMBRE COMMERCE ET INDUSTRIE NORD ISE
2 PL SAINT PIERRE
BP 209";38201;27/03/2019 17:42:08;30/04/2018 18:12:22;False;False;CHAMBRE COMMERCE ET INDUSTRIE NORD ISERE;183830025;True;;https://fr.slideshare.net/ccinordisere;https://twitter.com/ccinordisere;http://www.ccinordisere.fr;;;CCI NORD ISERE;SIREN;VIENNE CEDEX;Chambre consulaire
310;"ACTION SANTE MONDIALE (ASM)
19 rue Portefoin";75003;05/04/2019 16:55:37;11/10/2017 16:59:23;True;False;ACTION SANTE MONDIALE ASM;521296202;True;;;https://twitter.com/GHAFrance;http://www.ghadvocates.eu/en/home/;GLOBAL HEALTH ADVOCATES - FRANCE;FRANCE;ASM;SIREN;PARIS;Association
311;"UNION DES ENTREPRISES DE PROXIMITE
53 RUE AMPERE";75017;04/03/2019 15:30:48;20/11/2017 18:55:00;False;True;UNION DES ENTREPRISES DE PROXIMITE;349681098;True;https://fr-fr.facebook.com/U2P-Union-des-entreprises-de-proximit%C3%A9-1497575987179168/;;https://twitter.com/U2P_france;http://u2p-france.fr/;;FRANCE;U2P 75;SIREN;PARIS;Organisation professionnelle
312;"RED BULL FRANCE
29 RUE CARDINET";75017;30/03/2019 18:34:08;19/12/2017 18:47:56;True;False;RED BULL FRANCE;502914658;True;;;;;;FRANCE;;SIREN;PARIS;Société commerciale
313;"ASS FRANC DE IND PHARMA POUR UNE AUTOM
8 RUE SAINT SAENS";75015;28/03/2019 14:54:16;19/12/2017 15:59:55;False;True;ASS FRANC DE IND PHARMA POUR UNE AUTOMED;414839126;True;;;https://twitter.com/afipa;http://www.afipa.org/;ASSOCIATION FRANCAISE DE L'INDUSTRIE POUR UNE AUTOMEDICATION;FRANCE;;SIREN;PARIS;Organisation professionnelle
314;"ENR CERT
42, rue de Washington";75008;12/08/2019 10:43:46;29/03/2019 16:08:27;True;False;ENR'CERT;529660748;True;;;https://twitter.com/ENRCERT?lang=fr;https://www.enr-cert.com/;;FRANCE;;SIREN;PARIS;Société commerciale
315;"IMAGE 7
3 RUE JACQUES BINGEN";75017;29/03/2019 18:51:37;31/08/2017 17:46:53;False;True;IMAGE 7;532572112;True;;;;http://www.image7.fr/;;FRANCE;;SIREN;PARIS;Cabinet de conseils
316;"FEDERATION DE L HORLOGERIE
FH
5 EME ETAGE
26 RUE DU RENARD";75004;01/04/2019 10:25:41;14/12/2017 09:49:17;True;False;FEDERATION DE L'HORLOGERIE;784358954;True;;;;http://www.federationhorlogerie.fr;;FRANCE;FH;SIREN;PARIS;Organisation professionnelle
317;;77181;30/07/2018 10:49:32;22/12/2017 16:31:34;True;False;UNION DES FAMILLES LAIQUES DE SEINE ET MARNE;818098493;True;https://www.facebook.com/gavrilenko;;https://twitter.com/ngavrilenko;http://www.ufal.org;;FRANCE;UFAL SEINE ET MARNE;SIREN;Courtry;Association
318;"ASS NATIONAL MEUNERI FRANCAISE
66 RUE LA BOETIE";75008;14/12/2018 13:53:17;29/12/2017 10:51:07;True;False;ASS NATIONAL MEUNERI FRANCAISE;775671811;True;;;https://twitter.com/LaMeunerieFr;http://www.meuneriefrancaise.com/;ASSOCIATION NATIONALE DE LA MEUNERIE FRANCAISE;FRANCE;;SIREN;PARIS;Organisation professionnelle
319;"CONSEIL NATIONAL PROFESSIONS AUTOMOBIL
50 RUE ROUGET DE LISLE";92150;02/05/2019 16:29:28;20/12/2017 17:48:58;True;False;CONSEIL NATIONAL PROFESSIONS AUTOMOBILE;775688450;True;https://www.facebook.com/CNPA.officiel/;https://www.linkedin.com/in/cnpa-21b717bb/;https://twitter.com/CNPA;https://www.cnpa.fr/;;FRANCE;CNPA;SIREN;SURESNES;Organisation professionnelle
320;"FRANCE GALOP
46 PLACE ABEL GANCE";92655;18/01/2019 11:32:21;09/02/2018 06:31:57;True;False;FRANCE GALOP;401415500;True;https://www.facebook.com/FranceGalop/;;https://twitter.com/francegalop?lang=fr;http://www.france-galop.com;;FRANCE;;SIREN;BOULOGNE BILLANCOURT CEDEX;Association
321;"CONSEIL NLE INDU COMM GROS VIN
ESCALIER 3 EME ETAGE
BATIMENT B
10 RUE PERGOLESE";75116;;03/05/2018 12:01:33;False;False;CONSEIL NLE INDU COMM GROS VIN;334150364;False;;;;http://www.cnvs.info;;FRANCE;;SIREN;PARIS;Organisation professionnelle
322;"FED DEP BATIMENT TRAVAUX PUBLICS ARDEN
17 BOULEVARD GAMBETTA";08000;01/04/2019 15:55:37;22/12/2017 14:04:42;True;False;FED DEP BATIMENT TRAVAUX PUBLICS ARDENNE;780254611;True;;;https://twitter.com/FBTP08;http://www.btp08.ffbatiment.fr;FÉDÉRATION DÉPARTEMENTALE DU BÂTIMENT ET DES TRAVAUX PUBLICS DES ARDENNES;FRANCE;FFB ARDENNES 08;SIREN;CHARLEVILLE MEZIERES;Organisation professionnelle
323;"JANSSEN CILAG
JANSSEN
1 RUE CAMILLE DESMOULINS
TSA 91003";92787;29/03/2019 14:11:45;03/11/2017 14:53:33;True;False;JANSSEN CILAG;562033068;True;;;https://twitter.com/JanssenFRA;http://www.janssen.com/france/;;FRANCE;;SIREN;ISSY LES MOULINEAUX CEDEX 9;Société commerciale
324;"CENTRE FRANCAIS DES FONDATIONS
34 B RUE VIGNON";75009;22/08/2019 18:38:06;18/07/2018 14:48:13;True;False;CENTRE FRANCAIS DES FONDATIONS;444560080;True;https://www.facebook.com/CentreFrancaisFondations/;https://www.linkedin.com/company/centre-fran%C3%A7ais-fonds-et-fondations-cff-/?originalSubdomain=fr;https://twitter.com/cffondations?lang=fr;https://www.centre-francais-fondations.org/;;FRANCE;;SIREN;PARIS;Association
325;"FEDER BATIMENT ET DES TP DE L ARIEGE
14 AVENUE DE L ARIEGE";09000;02/10/2019 09:17:39;14/12/2017 14:31:21;True;False;FEDER BATIMENT ET DES TP DE L ARIEGE;776656035;True;;;;http://www.fbtp09.ffbatiment.fr/;FÉDÉRATION DU BÂTIMENT ET DES TP DE L'ARIÈGE;FRANCE;FFB 09;SIREN;FOIX;Organisation professionnelle
326;"BPIFRANCE
27 - 31 AVENUE DU GENERAL LECLERC";94700;29/03/2019 10:07:07;12/12/2017 15:19:35;True;False;BPIFRANCE;507523678;True;;;;http://www.bpifrance.fr;;FRANCE;;SIREN;MAISONS ALFORT;Société commerciale
327;"ASSOC FRANC DES STES FINANC
24 AVENUE DE LA GRANDE ARMEE";75017;29/03/2019 19:01:00;30/10/2017 16:29:58;True;False;ASSOC FRANC DES STES FINANC;784669541;True;;;;http://www.asf-france.com;ASSOCIATION FRANÇAISE DES SOCIÉTÉS FINANCIÈRES;FRANCE;ASF;SIREN;PARIS;Organisation professionnelle
328;"UNION REG MUTUALITE FRANCAISE
5EME ETAGE
20 BOULEVARD PAPIN";59800;31/03/2019 18:21:51;12/09/2017 10:12:36;True;True;UNION REGIONALE MUTUALITE FRANCAISE HAUT DE FRANCE NORD PAS DE CALAIS PICARDIE;443811211;True;;;;http://www.nordpasdecalais.mutualite.fr/;MUTUALITE FRANCAISE HAUTS DE FRANCE;FRANCE;;SIREN;LILLE;Organisation professionnelle
329;"Syndicat national des entreprises du traitement de l’eau
SYNTEAU
9 RUE DE BERRI";75008;13/02/2019 09:45:45;22/12/2017 10:00:36;True;False;SYND NAT INDUSTRIES TRAIT EAU RESEAU;421175506;True;;;;http://www.synteau.com;SYNDICAT NATIONAL DES ENTREPRISES DU TRAITEMENT DE L'EAU;FRANCE;SYNTEAU;SIREN;PARIS;Organisation professionnelle
330;"EUROPCAR MOBILITY GROUP
13  ter Blvd Berthier 
75017 Paris";75017;;07/12/2018 10:58:41;False;False;Europcar Mobility Group;489099903;False;;https://www.linkedin.com/company/europcar-mobility-group/;;https://www.europcar.com;;FRANCE;;SIREN;Paris;Société commerciale
331;Haven 507 - Sscheldelaan 420;2040;20/11/2019 17:22:49;20/08/2019 16:56:22;False;True;COVESTRO NV;H802084533;True;;;;;;BELGIQUE;;HATVP;ANVERS;Société commerciale
