representants_id;denomination_client;identifiant_national_client;type_identifiant_national_client
388;SAVILLS;662045517;SIREN
388;QUADRAL PROPERTY;539607952;SIREN
388;BOURSAULT;582004255;SIREN
388;SOCIETE J. RAYMOND;552152829;SIREN
388;SCE CONSEIL EXPERTISES TERRITOIRES;562000349;SIREN
388;SOC PARISIENNE IMMOBILIERE COMMERCIALE;562025007;SIREN
388;LA GENERALE IMMOBILIERE CONDORCET;562132969;SIREN
388;GEPI;572093789;SIREN
388;AGENCE MARTIN;572145712;SIREN
388;CABINET J. RAIMON;572165439;SIREN
388;HD TRANSACTIONS;572196095;SIREN
388;DUVAL & GRUGEAU;582075115;SIREN
388;A.D.J. GESTION;602032450;SIREN
388;ARBEAU;619800808;SIREN
388;AGENCE LARGIER AGENCE AMBASSADES;622034635;SIREN
388;GIMCOVERMEILLE IMMOBILIERE FOCH;639801356;SIREN
388;CIE IMMOBILIERE ET COMMERCIALE FRANCAISE;642016505;SIREN
388;SOC AGENCE MICOT IMMOBILIERS;642017180;SIREN
388;ETUD GEST IMMO NORD EST;642032130;SIREN
388;CIE GESTION ACHATS IMMOBILIER;652051012;SIREN
388;AGENCE IMMOBILIERE ROMY;659804843;SIREN
388;AGENCE DU MARCHE;672026010;SIREN
388;CPH IMMOBILIER;689801314;SIREN
388;SOC PRESTATION GESTION IMMOBILIERE;692004120;SIREN
388;SOCIETE FONCIER NATION;692021777;SIREN
388;SOC AMBROISE IMMOBILIER;692027774;SIREN
388;CABINET PIERRE PLISSON;692033632;SIREN
388;PARIS PROMO;692034507;SIREN
388;IMMOBILIERE SOULT ET INDUSTRIES;702053646;SIREN
388;ETUDE BARONNAI;709805089;SIREN
388;JONES LANG LASALLE SAS;712039098;SIREN
388;ETUDE SAINT LOUIS;732040472;SIREN
388;KNIGHT FRANK - SNC;732046602;SIREN
388;SOC D'ETUDE PRESTATIONS SERVICES IMMO;732059043;SIREN
388;CASTEELE S A R L;732080270;SIREN
388;CONSTRUCTA PRIVATE SERVICES;533168795;SIREN
388;CABINET PORTLAND;533236386;SIREN
388;TRANSAGEST;533507158;SIREN
388;IMMO XIV;533608840;SIREN
388;DUMONT IMMOBILIER;533611067;SIREN
388;ABEAR IMMOBILIER;533638821;SIREN
388;SRJG GESTION;534055405;SIREN
388;APPROCHES ET STRATEGIES IMMOBILIERES;534489984;SIREN
388;ACCEDEA;534627146;SIREN
388;ACANTE IMMOBILIER;535142129;SIREN
388;MP2I;535338867;SIREN
388;ACHETER VENDRE LOUER - MAISONS & APPARTEMENTS;537680514;SIREN
388;AUTREMENT IMMOBILIER;537728941;SIREN
388;GITE IMMO;537848673;SIREN
388;FREDERICK DUBEAU & ASSOCIES;538550476;SIREN
388;A.C.A GESTION;538906462;SIREN
388;SARA K;539381509;SIREN
388;CABINET BEHAR;539507954;SIREN
388;GERALPHA GESTION;539860262;SIREN
388;PEMHOTEL;539871442;SIREN
388;J&J PROMOTION;540017779;SIREN
388;CABINET J. BESSON L'ECHO DES COIFFEURS;552067142;SIREN
388;ETUDE BERT;562039883;SIREN
388;AGENCE CENTRALE MAY;568200687;SIREN
388;SOC GESTION TRANSAC DE FRANCE;572032373;SIREN
388;IMMOBILIERE EUROPE SEVRES;572108488;SIREN
388;ANIC DIOT ET COMPAGNIE;578202392;SIREN
388;MICHEL NICOLAS;582085510;SIREN
388;CABINET DARJO;592039960;SIREN
388;AGENCE IMMOBILIERE L. CROSSARD;592043657;SIREN
388;AGENCE DE CHAMPIGNY;592069827;SIREN
388;AGENCE REGIONALE S A R L;612031468;SIREN
388;AGENCE DE LA TERRASSE;629804618;SIREN
388;INTER URBIS;642038137;SIREN
388;JOHN ARTHUR ET TIFFEN;652009705;SIREN
388;GIMCOVERMEILLE CONFLANS;669800575;SIREN
388;FLABEAU JEAN CLAUDE ROGER;671096204;SIREN
388;SARL LOYER;672047818;SIREN
388;IMMOBILIERE PASSY;692025877;SIREN
388;CABINET GIRARD;692035322;SIREN
388;BELLEROCHE S A;702020785;SIREN
388;SOC R PRUDHOMMEAUX ET FILS;702038357;SIREN
388;AGENCE CHARLES KATZ;709804850;SIREN
388;BARCLAYS PATRIMOINE;712018308;SIREN
388;SOLANET SAS;712032101;SIREN
388;GROUPE FONCIER DE L'ILE DE FRANCE;712041953;SIREN
388;SOC ADMINISTRAT CO PROPR GERANCE IMMEUBL;712049360;SIREN
388;DOLMEN GESTION;722054335;SIREN
388;PARIS OUEST GESTION;722055688;SIREN
388;LA FONCIERE DU 17EME;722066982;SIREN
388;AGENCE DE MAUREPAS;729809988;SIREN
388;CABINET G.MAUDUIT;732000914;SIREN
388;SOCIETE ORFILA DE GESTION IMMOBILIERE;732005285;SIREN
388;STAR MAN FRANCE SA;732016076;SIREN
388;2A IMMO;749963948;SIREN
388;FONTANIER ISABELLE;318598109;SIREN
388;R P IMMOBILIER LTD;818424954;SIREN
388;G.L.D. CONSEILS;824085492;SIREN
388;ALPHA;960200129;SIREN
388;AGENCE JOFFARD SARL;998650618;SIREN
388;DIDIERLAURENT DENYS LEON;319029401;SIREN
388;BOSETTA FRANCK JEAN-YVES;399082700;SIREN
388;GALLARD PHILIPPE;428150684;SIREN
388;MADET FRANCOIS;477811913;SIREN
388;ALLAM ROY;478127723;SIREN
388;ASSELINEAU GEORGES HENRI;478949050;SIREN
388;SAS MATHIAS;814301123;SIREN
388;XAMALIB;814873790;SIREN
388;NATION GESTION CONSEIL;814875449;SIREN
388;PIERRE AUSSEDAT;815030762;SIREN
388;SIRIUS HOME;815083571;SIREN
388;GESTION IMMOBILIERE SAINT MAUR;815247440;SIREN
388;CABINET D'ORMESSON;815345947;SIREN
388;ARMONYS IMMOBILIER;817547805;SIREN
388;UGS PATRIMOINE;817996952;SIREN
388;BRYARD IMMOBILIER;818051583;SIREN
388;ABY;818346488;SIREN
388;W&M IMMOBILIER;818407256;SIREN
388;HORIZHOME;818512584;SIREN
388;ETUDE CARAUDREY TRANSACTIONS ET GESTION E.C.T.G;819457615;SIREN
388;SG IMMOBILIER;819730185;SIREN
388;INTERIEUR ET STYLE;819887951;SIREN
388;AGENCE DU GRAND PARIS & STATES;819890674;SIREN
388;LADURELLE JEAN BAPTISTE EURL;820951002;SIREN
388;LA COMMUNE;821034816;SIREN
388;BUSINESS EN PLUS;821148020;SIREN
388;NOTRE AGENCE;821489770;SIREN
388;2Y FONCIER CONSEIL;821866555;SIREN
388;C2S IMMOBILIER;821935020;SIREN
388;ERNEST & ASSOCIES;822367306;SIREN
388;MONIMO;822706354;SIREN
388;IMMOSTEM;822842357;SIREN
388;FLORILOGE;822844452;SIREN
388;IMMOADOM;823080726;SIREN
388;LOC1GO IMMO;823174800;SIREN
388;SOPATRIM;823376249;SIREN
388;TRIANGLE D'OR IMMOBILIER;823621883;SIREN
388;AUXILIO-IMMO;824204473;SIREN
388;2C2I GESTION;824379648;SIREN
388;PRIVACY GESTION;824415244;SIREN
388;GARGENVILLE IMMOBILIER;824578702;SIREN
388;BIEN;824683379;SIREN
388;SYNERGI;825284961;SIREN
388;LBR CONSULTING;828570309;SIREN
388;MARCK CONSEIL IMMOBILIER;828655423;SIREN
388;SARL IMMOBILIER BEL AIR;950569194;SIREN
388;COMPAGNIE GENERALE SERVICE IMMOBILIER;950574111;SIREN
388;ETUDE IMMOBILIERE GARBANI;958200347;SIREN
388;BARCLAYS DIVERSIFICATION;999990542;SIREN
388;GESTION ROCHE-GERINSULAE;751972134;SIREN
388;HOME STREET;752206383;SIREN
388;DE TOIT EN TOIT;752231969;SIREN
388;NESMOND IMMOBILIER;752547109;SIREN
388;LA VITRINE CONCEPT IMMOBILIER;753714187;SIREN
388;JB2 HOLDING;753759059;SIREN
388;ATTRACT-IMMO SJF;753851690;SIREN
388;FS IMMOBILIER;753861061;SIREN
388;TOIT COMME VOUS;753884311;SIREN
388;SUD IMMOBILIER;784567307;SIREN
388;SOCIETE IVA IMMOBILIER;784646036;SIREN
388;CHAMPS ELYSEES PRESTATIONS;784853038;SIREN
388;SOCIETE DE GESTION;785147000;SIREN
388;SITBON IMMOBILIER;788464626;SIREN
388;COACH CONSEIL SERVICES;788529436;SIREN
388;CABINET DESCHAMPS PATRIMOINE;788592244;SIREN
388;GGE;789734241;SIREN
388;CONSEIL ELYSEES FINANCES;789958394;SIREN
388;J S C CONSULTING;790158893;SIREN
388;SAS ALAM;790678353;SIREN
388;SDV GESTION IMMOBILIERE;790708036;SIREN
388;LE FAILLER IMMOBILIER;791713365;SIREN
388;SEQUOIA IMMOBILIER;791804412;SIREN
388;THE RETAIL CONSULTING GROUP;791970262;SIREN
388;ALTER GESTION;791974777;SIREN
388;ASA GESTION IMMOBILIERE;792571531;SIREN
388;SEVIM;792963209;SIREN
388;20EME APPART;793355371;SIREN
388;S & RE AGENCY;793851890;SIREN
388;RENOVENTE;794226621;SIREN
388;CABINET JACQUES AZOULAY;794495754;SIREN
388;LL PARTNERS;794845784;SIREN
388;BELANDLORD D13;797862737;SIREN
388;CABINET MALATIRE;798777280;SIREN
388;SCOOP IMMOBILIER;798928495;SIREN
388;GIOP GESTION IMMOBILIERE DE L'OUEST PARISIEN;799196399;SIREN
388;I2M INVEST;799424742;SIREN
388;CABINET IMMOBILIER ROCCO;799529672;SIREN
388;VAST IMMOBILIER;799592522;SIREN
388;COPROGEST;799620760;SIREN
388;BEST PLACE TO STAY IN PARIS;799848999;SIREN
388;JE REVE D'UNE MAISON;800037475;SIREN
388;ADRICIE GESTION SARL;800044943;SIREN
388;MAISON MERE IMMOBILIER;800319105;SIREN
388;EASY 14 IMMOBILIER;800862690;SIREN
388;QUARTIER PRIVE;801183666;SIREN
388;MICHEL IMMOBILIER;801228677;SIREN
388;LONZIANO & CHABOT SARL;801471079;SIREN
388;AG IMMO;801625450;SIREN
388;JEAN-LOUIS THOUARD ADB;801780388;SIREN
388;RESSOURCE;801821059;SIREN
388;ACTIONS & TRANSACTIONS;801893090;SIREN
388;PARIS XVII;802183756;SIREN
388;AAAAMB GESTION IMMOBILIERE;802248476;SIREN
388;JLF PROSPECT;802829531;SIREN
388;SILMATEC GTI;802898114;SIREN
388;BASSIMMO;802901405;SIREN
388;LA TOUR IMMO 5;803053081;SIREN
388;MARLY IMMOBILIER;803310655;SIREN
388;CABINET VICTOIRE IMMO;803446301;SIREN
388;AGENCE ANTONY PARC;803852219;SIREN
388;ABH REAL ESTATE;804155448;SIREN
388;ERD IMMOBILIER;804476794;SIREN
388;CABINET JH IMMOBILIER;804690147;SIREN
388;ALEX IMMO;805315124;SIREN
388;SHAABANE;808080717;SIREN
388;IMMOBILIERE PALLATIN;808452999;SIREN
388;CABINET HAAS IMMOBILIER;808991533;SIREN
388;BORIMMO;809097553;SIREN
388;TGA LES GOBELINS;809755572;SIREN
388;ORIGIN CROISSANCE;810043299;SIREN
388;JLD IMMOBILIER;810267435;SIREN
388;JDJ REAL ESTATE;810289157;SIREN
388;GESTION DELAUNAY;810308817;SIREN
388;DEFI CONSEIL IMMOBILIER;810310748;SIREN
388;MIDI TREIZE IMMOBILIER;810665588;SIREN
388;SAS SDDM;810762724;SIREN
388;ARPA-IMMO;811778620;SIREN
388;NEMO-IMMO;811814417;SIREN
388;IMOPI;811972512;SIREN
388;CONSULTIMMO;811989045;SIREN
388;OFFICE DE GESTION IMMOBILIERE;812162022;SIREN
388;CITYA BELVIA RUNGIS;812500403;SIREN
388;APPART & CO;812720092;SIREN
388;GROUPE DELON IMMOBILIER - REAL ESTATE CORPORATION SAS;812921781;SIREN
388;FRANCE IMMOBILIER;812978914;SIREN
388;CONTREVENT;813666492;SIREN
389;CARREFOUR;652014051;SIREN
389;CARREFOUR MANAGEMENT;403245061;SIREN
392;PROJET CASSANDRE;H971192852;HATVP
393;GROUPE VYV;532661832;SIREN
393;ASTRAZENECA;558201075;SIREN
393;CENTRE ETUDE DIRECTEURS ASSOCIAT PROFESS;344299425;SIREN
393;AXEMA;515186724;SIREN
393;CARTE BLANCHE PARTENAIRES;379301518;SIREN
393;MUTUELLE NATIONALE TERRITORIALE MNT;775678584;SIREN
393;MUTUELLE INTEGRANCE;340359900;SIREN
393;MUTUELLE GENERALE EDUCATION NATIONALE;775685399;SIREN
393;CHAMBRE SYND REPARTITION PHARMACEUTIQUE;333593556;SIREN
393;FRANCE BOIS INDUSTRIE ENTREPRISES;530583145;SIREN
393;SYMOP;785425810;SIREN
393;SYNTEC INGENIERIE;384718839;SIREN
393;ASSOCIATION FRANCAISE DE NORMALISATION;775724818;SIREN
393;ASS VAL'HOR;431985183;SIREN
393;SYNDICAT NATIONAL DES ASSOCIATIONS D'ASSISTANCE A DOMICILE;752162982;SIREN
393;DASTRI;792505554;SIREN
405;BNP PARIBAS;662042449;SIREN
405;CAISSE DES DEPOTS ET CONSIGNATIONS;180020026;SIREN
405;CREDIT AGRICOLE TITRES;317781128;SIREN
405;CM CIC TITRES;331432146;SIREN
405;ASS FRANCAISE ENTREPRISES INVESTISSEMENT;348036278;SIREN
405;RBC INVESTOR SERVICES FRANCE SA;393445614;SIREN
405;PROCAPITAL;428677900;SIREN
405;CACEIS;437580160;SIREN
405;RBC INVESTOR SERVICES BANK FRANCE S.A.;479163305;SIREN
405;NATIXIS;542044524;SIREN
405;SOCIETE GENERALE;552120222;SIREN
405;BANQUE CENTRALE DE COMPENSATION;692032485;SIREN
405;HSBC FRANCE;775670284;SIREN
405;OFFICE COORDINATION BANCAIRE FINANCIERE;784411340;SIREN
405;BANQUE PALATINE;542104245;SIREN
405;BPCE;493455042;SIREN
405;EUROCLEAR FRANCE;542058086;SIREN
405;EURONEXT PARIS SA;343406732;SIREN
405;LA BANQUE POSTALE;421100645;SIREN
405;ODDO ET CIE;652027384;SIREN
407;CHAMBRE NATIONALE DETAILLANTS LINGERIE;784358467;SIREN
407;CIMAO;532429396;SIREN
413;LOBBSONN;499047793;SIREN
413;SEANCE PUBLIQUE;487640005;SIREN
413;CALIF SOLUTIONS;514615921;SIREN
413;COM'PUBLICS;398995142;SIREN
413;HOPSCOTCH;437582927;SIREN
413;TBWA GROUPE;682005079;SIREN
413;COMMUNICATION & INSTITUTIONS;340388479;SIREN
413;LYSIOS;447525452;SIREN
413;MEDIATION & ARGUMENTS;413929803;SIREN
413;NEXTEP;421468018;SIREN
413;EURALIA FRANCE;813024361;SIREN
413;EUROMEDIATIONS SAS;400662284;SIREN
413;INTEREL;352280416;SIREN
413;EURL LUC DOMERGUE CONSULTANT;414529289;SIREN
413;AFFAIRES PUBLIQUES CONSULTANTS;479189235;SIREN
413;A.I.2.P;413728676;SIREN
413;APCO WORLDWIDE;408747368;SIREN
413;ANTHENOR PUBLIC AFFAIRS;450089107;SIREN
413;ARCTURUS FRANCE;443058854;SIREN
413;ATLAS PUBLIC AFFAIRS;522058106;SIREN
413;BOURY TALLON & ASSOCIES;502999626;SIREN
413;BRUNSWICK;432373082;SIREN
413;BURSON-MARSTELLER I&E;331233940;SIREN
413;CLAI;413660606;SIREN
413;DOMAINES PUBLICS;500633722;SIREN
413;EUROPEENNE DE CONSEIL ET COMMUNICATION SA;331409144;SIREN
413;FAIRVALUE CORPORATE COMMUNICATION;481518843;SIREN
413;G PLUS EUROPE LIMITED;539152157;SIREN
413;GRAYLING FRANCE;330005620;SIREN
413;CABINET SCHELL;H000000038;HATVP
415;CIE REG DES COMMISSAIRES AUX COMPTES;301010534;SIREN
415;GROUPAMA RHONE ALPES AUVERGNE;779838366;SIREN
415;SYNDICAT DES AGENCES DE PRESSE D'INFORMATIONS GENERALES - SAPIG;H908970669;HATVP
415;SYNDICAT MIXTE DES ORDURES MENAGERES DE LA VALLEE DE CHEVREUSE;200062321;SIREN
415;KRONENBOURG;775614308;SIREN
415;SERFIM;343425534;SIREN
415;MEIKO FRANCE;392725099;SIREN
415;NEMERA SERVICES;421277823;SIREN
415;CLUSTER LUMIERE;505345835;SIREN
415;MAZARS;351497649;SIREN
415;DEPARTEMENT DE LA SAVOIE;227300019;SIREN
415;DEPARTEMENT DE L AIN;220100010;SIREN
417;POESCHL TOBACCO FRANCE;442236097;SIREN
417;VON EICKEN FRANCE;529865776;SIREN
417;SOCIETE NATIONALE D'EXPLOITATION INDUSTRIELLE DES TABACS ET ALLUMETTES;331355263;SIREN
417;BRITISH AMERICAN TOBACCO FRANCE;303765630;SIREN
417;SAS TRADITAB;501030670;SIREN
417;LANDEWYCK FRANCE;512610478;SIREN
418;FEDERATION DES INDUSTRIES AVICOLES;400695680;SIREN
418;COMITE NATIONAL DES ABATTOIRS ET DECOUPE;777327289;SIREN
418;SYNDICAT NATIONAL DES ACCOUVEURS;390571107;SIREN
418;COMITE REGIONAL AVICOLE PAYS DE LOIRE;752474841;SIREN
418;SYND NAL INDUSTRIE NUTRITION ANIMALE;784312589;SIREN
418;COOP DE FRANCE;784179665;SIREN
418;ASSOCIATION DES ORGANISATIONS DE PRODUCTION DE VOLAILLES (AOPV);W751226599;RNA
419;GPT INDUST CONSTRUCTION ARMEMENTS NAVALS;390395556;SIREN
419;FED IDUST ELECTR ELECTRONIQUES  COMMUNIC;775688443;SIREN
419;GROUPEMENT INDUSTR FSES AERONAUT SPACIAL;784668394;SIREN
419;GROUPE INDUSTRIE MATERIEL DEFENSE TERRES;344322722;SIREN
419;FEDERATION FRANCAISE DES METIERS DE L'INCENDIE;322697657;SIREN
419;ASSOCIATION NATIONALE DES VILLES VIDEO SURVEILLEES;479807810;SIREN
419;ALLIANCE POUR LA CONFIANCE NUMERIQUE;797543550;SIREN
421;SOCIETE NOUVELLE APILOG AUTOMATION;454035403;SIREN
421;SOFEMA;562074476;SIREN
421;SOFRAME;732032545;SIREN
421;SOPHIA CONSEIL;480300425;SIREN
421;SOPRA STERIA GROUP;326820065;SIREN
421;CYBERGUN;337643795;SIREN
421;GROUPE DLD;718206964;SIREN
421;STUDEC;562101626;SIREN
421;SURVEY COPTER;522055615;SIREN
421;URBACO;339445678;SIREN
421;VAYLON;518964499;SIREN
421;VERNEY-CARRON S.A.;574501557;SIREN
421;ZHENDRE;333170280;SIREN
421;ZODIAC AEROSAFETY SYSTEMS;482605771;SIREN
421;SOLARMTEX;392023610;SIREN
421;SOURIAU;421320268;SIREN
421;SUNROCK;497632109;SIREN
421;SYSNAV;508594009;SIREN
421;VOCAPIA RESEARCH;432162063;SIREN
421;SYSTEMES ET TELECOMMUNICATIONS SA;331633123;SIREN
421;SYSTRAN;334343993;SIREN
421;TDA ARMEMENTS SAS;398204172;SIREN
421;T.E.B.;314972993;SIREN
421;ROBOTRONIC FRANCE;795229392;SIREN
421;TELEFLOW SAS;392989448;SIREN
421;TEXELIS;501698419;SIREN
421;THALES;552059024;SIREN
421;TRACIP;397905118;SIREN
421;TAPRACKBANG;809423262;SIREN
421;TRONICO;383871746;SIREN
421;UNAC;340251057;SIREN
421;ACCENTURE;732075312;SIREN
421;AERO NET;434754099;SIREN
421;ATELIERS CONSTRUC MECANIQUE HONFLEUR;480782705;SIREN
421;A.D. INDUSTRIE;451012629;SIREN
421;AERACCESS;807453972;SIREN
421;AGUERIS;809785660;SIREN
421;AIR-LYNX;798333415;SIREN
421;AIRBUS DEFENCE AND SPACE SAS;393341516;SIREN
421;AIRBUS GROUP SAS;341535094;SIREN
421;AIRBUS HELICOPTERS;352383715;SIREN
421;ALTRAN TECHNOLOGIES;702012956;SIREN
421;AMCO LES ESCAMOTABLES;508642253;SIREN
421;AMEFO;795420140;SIREN
421;SPALLIAN;528688419;SIREN
421;AMPHENOL SOCAPEX;035650167;SIREN
421;ANJOU ELECTRONIQUE;314814831;SIREN
421;ARDANTI &;435021951;SIREN
421;ARINC TECHNOLOGIES;429323447;SIREN
421;ARTEM DEFENSE;531323343;SIREN
421;ASB AEROSPATIALE BATTERIES;383838547;SIREN
421;APPLIC TECHN ETUDES REALIS MECAN ELEC SY;351266143;SIREN
421;ATOS INTEGRATION;408024719;SIREN
421;CARROSSERIE BEHM;410336473;SIREN
421;BERNIER;437934672;SIREN
421;BERTIN TECHNOLOGIES;785108770;SIREN
421;BODY ARMOR RECYCLER;752741140;SIREN
421;BREN-TRONICS INTERNATIONAL SOLUTIONS SARL;752602268;SIREN
421;BRM INDUSTRIE;649800737;SIREN
421;CEDREM;502552284;SIREN
421;CEFA;578501751;SIREN
421;CEGELEC DEFENSE;537915894;SIREN
421;CENTIGON FRANCE SAS;347994196;SIREN
421;COMPAGNIE INDUSTRIELLE DES LASERS CILAS;669802167;SIREN
421;CIVI.POL CONSEIL;434914164;SIREN
421;CMI DEFENCE;829644145;SIREN
421;CNIM INDUSTRIE;311520449;SIREN
421;COMROD FRANCE;542087044;SIREN
421;CRYSTAL SYSTEM CONSULTING;478159825;SIREN
421;DATA HERTZ;520334467;SIREN
421;DAVEY BICKFORD;720501410;SIREN
421;DEFENSE CONSEIL INTERNATIONAL SCES ASSIS;350972030;SIREN
421;DESAUTEL;955503982;SIREN
421;ETABLISSEMENTS A. DESCHAMPS ET FILS;781229406;SIREN
421;DEVERYWARE;447796475;SIREN
421;DIXI MICROTECHNIQUES;342356326;SIREN
421;ECRIN SYSTEMS;329844187;SIREN
421;EGIDIUM TECHNOLOGIES;509240438;SIREN
421;ENAG;351349998;SIREN
421;EOLANE ENGINEERING;444971576;SIREN
421;ERYS GROUP;524145349;SIREN
421;ESSONNE SECURITE;433636537;SIREN
421;EURENCO;449207414;SIREN
421;ELECTRONIC VISION TECHNOLOGIES;482180353;SIREN
421;EXAVISION;378185334;SIREN
421;FACTEM;498660448;SIREN
421;FRANCE MACCAFERRI;339237794;SIREN
421;FRZ CONSULTING;792598492;SIREN
421;ENTREPRISE GABRIEL;312325913;SIREN
421;GDI SIMULATION;393232509;SIREN
421;GEODIS;378842363;SIREN
421;GROUP INTERPRO LOGIST EQUIP PETROLIERS;326085529;SIREN
421;G.K. PROFESSIONAL;444484042;SIREN
421;GROUPE LEGENDRE;440919777;SIREN
421;GROUPE MARCK HOLDING;489804435;SIREN
421;GRUAU LAVAL;410275192;SIREN
421;GUNNEBO FRANCE;549850253;SIREN
421;HELIDAX;502962160;SIREN
421;HGH SYSTEMES INFRAROUGES;325486454;SIREN
421;SURYS;325020733;SIREN
421;HUTCHINSON SNC;314397696;SIREN
421;IHS GLOBAL;388299893;SIREN
421;IMPETUS AFEA;499236784;SIREN
421;INAER HELICOPTEROS SAU;801333519;SIREN
421;INDUSTEEL FRANCE;331310870;SIREN
421;INFODIP;352849475;SIREN
421;INPIXAL;509117016;SIREN
421;IXBLUE;433185121;SIREN
421;JUNGHANS T2M SAS;433426558;SIREN
421;L HOTELLIER;507250371;SIREN
421;SOCIETE ETIENNE LACROIX TOUS ARTIFICES;775580434;SIREN
421;LH AVIATION;453705717;SIREN
421;LHERITIER;344126602;SIREN
421;LOGIC INSTRUMENT;341762573;SIREN
421;LOSBERGER;449062330;SIREN
421;LUCEOR;482228830;SIREN
421;MASA GROUP;408953271;SIREN
421;MBDA;381737618;SIREN
421;01DB-METRAVIB;409869708;SIREN
421;MANUF FRANC PNEUMATIQ MICHELIN;855200507;SIREN
421;MIRION TECHNOLOGIES (IST FRANCE);479428336;SIREN
421;MOOG SARL;722051893;SIREN
421;MUSTHANE;350753612;SIREN
421;NAVI-TRADE FORWARDERS;494017536;SIREN
421;NEXEYA;423642222;SIREN
421;NEXTER ROBOTICS;538115684;SIREN
421;NEXTER SYSTEMS;379706344;SIREN
421;NICOLAS INDUSTRIE;398984062;SIREN
421;NOBEL SPORT;428770820;SIREN
421;NORMANDIE AEROESPACE;489884635;SIREN
421;NUANCES ORGANISATION;384504619;SIREN
421;ODAS;491608642;SIREN
421;OFF NAT ETUDES RECHERCHES AEROSPATIALES;775722879;SIREN
421;OUVRY;442929386;SIREN
421;PEWAG FRANCE;352825483;SIREN
421;PHOTONIS FRANCE;383300597;SIREN
421;PROENGIN;877220095;SIREN
421;SPEG PRONERGY;401606918;SIREN
421;PROTECOP;325493641;SIREN
421;SOCIETE DES USINES QUIRI & CIE;588502906;SIREN
421;REEL;962501318;SIREN
421;RENAULT TRUCKS DEFENSE;662043405;SIREN
421;RENK FRANCE;319580320;SIREN
421;RISK & CO;492648142;SIREN
421;ROCKWELL COLLINS FRANCE;602020737;SIREN
421;ROXEL FRANCE;384125050;SIREN
421;RUAG DEFENCE FRANCE;328179957;SIREN
421;SAFRAN;562082909;SIREN
421;SAINT FRERES CONFECTION;408449098;SIREN
421;ODYSUR-PAPIN SERVICES;399214196;SIREN
421;SCOMA;377612940;SIREN
421;SCROME;343162822;SIREN
421;SDV MEDITERRANEE;389202144;SIREN
421;SECAPEM;572095982;SIREN
421;SERA INGENIERIE;498258490;SIREN
421;SOCIETE INDUSTRIELLE POUR LE DEVELOPPEMENT DE LA SECURITE;006580195;SIREN
421;SILKAN;501468367;SIREN
421;SILMACH;451250070;SIREN
421;NYCO;582103610;SIREN
421;NEXESS;499732212;SIREN
421;POLE MECANIQUE;793665530;SIREN
421;LAMBERET;511316291;SIREN
421;GEO4I;801849084;SIREN
421;GUDEL SUMER;316358571;SIREN
421;BBE DEVELOPPEMENT SARL;794220897;SIREN
421;CABINET BESSE TRANSPORTS RISQUES DIVERS;314120999;SIREN
421;CENTRE ETUDE SYSTEME TECHNIQUE AVANCE;410431589;SIREN
421;DEFENSE EQUIPEMENT CONSEIL;487755589;SIREN
421;ECA;562011528;SIREN
421;EM2 L'EMBALLAGE MODERNE;394239545;SIREN
421;EPCI;392263562;SIREN
421;INTERMAS FRANCE;672049335;SIREN
421;RACINE;485373088;SIREN
421;SAINT-GOBAIN SULLY;322688474;SIREN
421;SEMIA;338657836;SIREN
421;STERELA;352483572;SIREN
421;SOCIETE D'APPLICATION DES PROCEDES LEFEBVRE;329107213;SIREN
435;CARREFOUR MANAGEMENT;403245061;SIREN
435;CARREFOUR FRANCE;672050085;SIREN
436;OCP REPARTITION;388698201;SIREN
436;ALLIANCE HEALTHCARE REPARTITION;421218132;SIREN
436;PHOENIX PHARMA;582137436;SIREN
436;COMPAGNIE D'EXPLOITATION ET DE REPARTITION PHARMACEUTIQUES DE ROUEN;493265284;SIREN
436;CONFRAT EXPLOIT ET REPART PHARMACEUTIQUE;535420533;SIREN
436;COOPERATIVE D'EXPLOITATION ET DE REPARTITION PHARMACEUTIQUE DE BRETAGNE ATLANTIQUE;495780348;SIREN
436;SOCIETE ANONYME COOPERATIVE GIPHAR;310173968;SIREN
436;CERP REUNION SAS;491962445;SIREN
436;GPG SAS;513450932;SIREN
436;LABOREX SAINT-MARTIN;478332901;SIREN
436;SOCIETE DE CONDITIONNEMENT ET DE DISTRIBUTION DE PRODUITS PHARMACEUTIQUES DE LA REUNION;314210626;SIREN
436;SOCIETE PHARMACEUTIQUE ANTILLAISE;572061281;SIREN
436;SOCIETE REUNIONNAISE DE DISTRIBUTION PHARMACEUTIQUE;314888546;SIREN
436;SOC PHARMACEUTIQUE GUYANAISE;306796533;SIREN
436;UBIPHARM-GUADELOUPE;483272878;SIREN
436;UBIPHARM GUYANE;401005699;SIREN
436;UBIPHARM - MARTINIQUE;519050181;SIREN
454;ELSEVIER HOLDING FRANCE;442233284;SIREN
454;ENGIE;542107651;SIREN
454;SOCIETE CIVILE DE GESTION ESSEC CERGY;306881319;SIREN
454;CAISSE NATIONALE DE REASSURANCE MUTUELLE AGRICOLE GROUPAMA;343115135;SIREN
454;LEGO SYSTEM A S;329035752;SIREN
454;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
454;ORANGE;380129866;SIREN
454;SYNDICAT INTERDEPARTEMENTAL POUR L ASSAINISSEMENT DE L AGGLOMERATION PARISIENNE;257550004;SIREN
454;DENTSU AEGIS NETWORK FRANCE;352567986;SIREN
454;EUROSTAR INTERNATIONAL LIMITED;525010708;SIREN
