action_representation_interet_id;activite_id;observation
1810;1810;Dans le cadre de la création de l'OPCO Mobilités, la FNTR a joué un rôle moteur. Elle a été consultée et a fait part de ses positions.
1811;1811;En matière de transport de marchandises et dans le cadre de la mission confiée à la Haute Représentante pour le développement des véhicules autonomes, la FNTR a animé et contribué aux groupes de travail mis en place et a également élaboré des positions.
1812;1812;La FNTR dispose d'une expertise en matière de transports internationaux et de douanes. Elle a été consultée et à fait part de ses propositions dans le cadre de l'élaboration des mesures d'accompagnement du futur BREXIT.
1813;1813;La FNTR est très active au sein du CNSR. En son sein mais également lors d'auditions au parlement, elle intervient régulièrement sur la question de la sécurité routière et elle a été plus particulièrement consultée sur la question des 80 km/h.
1814;1814;Dans le cadre du Projet de Loi de Finances pour 2019, la FNTR a fait part de ses observations, suggestions et propositions afin que le texte ne dégrade pas la compétitivité des entreprises du secteur du TRM et de la Logistique par un alourdissement de la fiscalité.
1815;1815;"Dans le cadre du rapport d'activité thématique 2016 de l'ACOSS ""Contrôle et lutte contre la fraude"" et des données relatives au transport routier de marchandises, la FNTR a souhaité disposer de plus de précisions et que soit organisée une réunion de travail."
1816;1816;En raison de son expertise en la matière, la FNTR a été consultée dans le cadre de la future révision de la circulaire ICS.
1817;1817;La FNTR transmet régulièrement des informations sur le secteur du TRM et de la logistique et fait part de ses positions sur la politique des transports.
1818;1818;Dans le cadre des mouvements sociaux de septembre 2017, la FNTR a été amenée à échanger avec le Ministère.
1819;1819;En marge des Assises Nationales de la Mobilité, préparatoires à la LOM, la FNTR a rencontré des parlementaires.
1820;1820;En complément de son action au niveau des institutions européennes, la FNTR transmet des suggestions et des informations.
1821;1821;Dans le cadre de la réforme du code du travail par ordonnances, la FNTR a été consultée.
1822;1822;L'imprécision de la définition des immobilisations industrielles amène des difficultés pour les entreprises ayant des entrepôts logistiques. La FNTR apporte son expertise pour qu'une clarification soit apportée.
1823;1823;Dans le cadre de la révision de l'Arrêté du 9 novembre 1999 relatif aux documents de transport ou de location devant se trouver à bord des véhicules de transport routier de marchandises, la FNTR est intervenue afin que soit reconnue la lettre de voiture electronique
1824;1824;"Face aux difficultés de recrutement rencontrées par les entreprises de Transport et de Logistique, la FNTR, l’Union TLF, la FNTV, la CSD et l’Unostra ont lancé l’initiative TREMPLIN (TRansport EMPLoi INnovation), grande mobilisation en faveur de l’emploi, du recrutement et de l’attractivité dans le transport routier de marchandises, de voyageurs, de la logistique et du déménagement. Les partenaires de l'initiative ont sollicité le soutien des Ministères concernés.
"
1825;1825;Plusieurs communications dans le cadre du PLF2019, avec le Cabinet du Ministre de la Cohésion des Territoires ainsi qu'avec les services techniques du ministère. Communications et réunions dans le cadre du débat sur le PLF2019.
1826;1826;Invitations à participer à des événements et diffusion d'études techniques . Communications dans le cadre du projet de loi ELAN. Communications dans le cadre du débat national sur la révision de la PPE. 
1827;1827;Plusieurs communications et réunions, notamment dans le cadre de la réglementation portant sur la legalite de bois.
1828;1828;Invitations à participer à des événements et diffusions d'études techniques
1829;1829;Communications et réunions dans le cadre du débat du PLF2018.
1830;1830;
1831;1831;Réunion organisée le 28 février dans les locaux de la Ligue en présence de 14 élus ou collaborateurs d'élus, pour évoquer les enjeux économiques et le contexte général du Basket Professionnel
1832;1832;Réunion organisée le 24 avril en présence de membres du bureau de l'ANDES sur la nouvelle charte graphique des terrains LNB.
1833;1833;
1834;1834;
1835;1835;
1836;1836;
1837;1837;
1838;1838;
1839;1839;
1840;1840;
1841;1841;
1842;1842;
1843;1843;Précision sur responsable public : Agence des participations de l'Etat
1844;1844;
1845;1845;
1846;1846;Comme pour d'autres acteurs du terrain psychiatrique, qui pour leur part, sont institutionnels (des syndicats hospitaliers), notre audition a été formelle.
1847;1847;Notre audition par des représentants du Bureau de la santé mentale de la DGS ministère de la santé n'a été que formelle.
1848;1848;Notre audition n'a guère été que formelle.
1849;1849;Audition le 04/10/2017 par Mme Catalina Devandas, rapporteure spéciale des Nations-Unies sur les droits des personnes handicapées sur la question des droits fondamentaux des personnes psychiatrisées sous contrainte en France. Nous avons demandé qu'une alerte internationale soit posée sur la France du fait des dérives du système psychiatrique français.
1850;1850;
1851;1851;Deux rencontres ont été organisées sur cet objet. 
1852;1852;
1853;1853;
1854;1854;
1855;1855;
1856;1856;
1857;1857;
1858;1858;
1859;1859;Rencontre avec le député M. Villani sur le sujet de l'Intelligence Artificielle
1860;1860;
1861;1861;
1862;1862;
1863;1863;
1864;1864;
1865;1865;
1866;1866;
1867;1867;
1868;1868;
1869;1869;
1870;1870;
1871;1871;
1872;1872;
1873;1873;
1874;1874;
1875;1875;
1876;1876;
1877;1877;
1878;1878;
1879;1879;
1880;1880;
1881;1881;
1882;1882;
1883;1883;
1884;1884;
1885;1885;
1886;1886;
1887;1887;
1888;1888;
1889;1889;
1890;1890;
1891;1891;
1892;1892;
1893;1893;
1894;1894;
1895;1895;
1896;1896;
1897;1897;
1898;1898;
1899;1899;
1900;1900;
1901;1901;
1902;1902;
1903;1903;
1904;1904;
1905;1905;
1906;1906;
1907;1907;
1908;1908;
1909;1909;
1910;1910;Néant 
1911;1911;
1912;1912;
1913;1913;il s'agit d'une conférence en présence de la Préfète de région
1914;1914;
1915;1915;
1916;1916;
1917;1917;
1918;1918;
1919;1919;
1920;1920;
1921;1921;
1922;1922;
1923;1923;
1924;1924;
1925;1925;
1926;1926;Les responsables rencontrés l'ont été dans le cadre du vote de la loi contre les violences sexuelles et sexistes qui a été votée le 3 août 2018.
1927;1927;Résultats de plus de 27 années d’accompagnements juridiques et psychologiques des victimes mais aussi de très nombreuses constitutions partie civile dans des procès, ce Livre blanc, premier du genre en France, plaide pour une harmonisation nationale des procédures liées à la protection de l’enfant et la mise en place d’un arsenal législatif et juridique renforcé.
1928;1928;Trop nombreux sont les procès lors desquels il n'y a malheureusement aucune partie civile et ainsi personne pour représenter la voix de l'enfant disparu. Les associations de défenses des enfants pourraient ainsi pallier à cette absence. D'autant plus que leur présence permet de mettre en lumière les éventuels manquements ayant conduit au décès de cet enfant.
1929;1929;Amendement adopté par le Sénat le 27 mars 2018
1930;1930;
1931;1931;Problématique abordée dans le projet de loi contre les violences sexuelles et sexistes
1932;1932;
1933;1933;
1934;1934;
1935;1935;
1936;1936;
1937;1937;
1938;1938;
1939;1939;
1940;1940;"Obtenir des plages horaires plus larges pour la réalisation des contrôles par les services de l'état, avec des moyens humains renforcés.
Nous avons rencontré le Préfet de la région PACA, le conseiller transport de Mme la ministre chargée des transports, le chargé des transports à la DGITM, plusieurs députés et sénateurs."
1941;1941;Nous avons rencontré le Président Comité d'orientation des Infrastructures, le Préfet, plusieurs députés et sénateurs, le chef de projet infrastructures SNCF réseau, le conseiller de Mme la ministre en charge des transports, le cabinet de Mme le commissaire européen aux transports.
1942;1942;
1943;1943;
1944;1944;
1945;1945;
1946;1946;
1947;1947;
1948;1948;
1949;1949;
1950;1950;Une réunion a été organisée afin d'avoir des précisions sur le déroulement du rapprochement de branches et faire connaitre les activités de la fédération.
1951;1951;Uniquement transmission de courriers ou courriels pour expliquer les actions de notre CCI et exprimer notre besoin de soutien
1952;1952;
1953;1953;Cette action a été menée en concertation avec les autres représentants d'employeurs du secteur.
1954;1954;
1955;1955;
1956;1956;
1957;1957;Courriers signés par l’ensemble des fédérations du secteur médico-social et sanitaire
1958;1958;
1959;1959;
1960;1960;
1961;1961;
1962;1962;
1963;1963;
1964;1964;
1965;1965;
1966;1966;
1967;1967;
1968;1968;
1969;1969;
1970;1970;
1971;1971;
1972;1972;
1973;1973;
1974;1974;
1975;1975;
1976;1976;
1977;1977;
1978;1978;
1979;1979;
1980;1980;
1981;1981;
1982;1982;
1983;1983;
1984;1984;Obtenir pour les chiropracteurs une décision dans le PLFSS régularisant leur rattachement à une caisse de Retraite.
1985;1985;
1986;1986;
1987;1987;audition par la Cour des Comptes 
1988;1988;
1989;1989;
1990;1990;
1991;1991;
1992;1992;
1993;1993;
1994;1994;
1995;1995;
1996;1996;
1997;1997;
1998;1998;
1999;1999;Génération sans tabac
2000;2000;
2001;2001;
2002;2002;
2003;2003;
2004;2004;
2005;2005;
2006;2006;Enjeu du plafond de la taxe affectée à la filière cuir 
2007;2007;
2008;2008;
2009;2009;
2010;2010;
2011;2011;
2012;2012;
2013;2013;
2014;2014;
2015;2015;
2016;2016;
2017;2017;
2018;2018;
2019;2019;
2020;2020;
2021;2021;
2022;2022;
2023;2023;
2024;2024;
2025;2025;
2026;2026;
2027;2027;
2028;2028;
2029;2029;
2030;2030;
2031;2031;
2032;2032;
2033;2033;
2034;2034;
2035;2035;
2036;2036;
2037;2037;
2038;2038;
2039;2039;
2040;2040;
2041;2041;
2042;2042;
2043;2043;
2044;2044;
2045;2045;
2046;2046;
2047;2047;
2048;2048;
2049;2049;
2050;2050;
2051;2051;
2052;2052;
2053;2053;
2054;2054;
2055;2055;
2056;2056;
2057;2057;
2058;2058;
2059;2059;
2060;2060;
2061;2061;
2062;2062;
2063;2063;
2064;2064;
2065;2065;
2066;2066;
2067;2067;
2068;2068;
2069;2069;
2070;2070;
2071;2071;
2072;2072;
2073;2073;
2074;2074;
2075;2075;
2076;2076;
2077;2077;
2078;2078;
2079;2079;
2080;2080;
2081;2081;
2082;2082;
2083;2083;
2084;2084;
2085;2085;
2086;2086;
2087;2087;"En cas de procédure collective (sauvegarde, redressement ou liquidation judiciaire) de l’un de ses adhérents, le GE est considéré comme un créancier dit chirographaire, c’est à dire un créancier simple, ne disposant d'aucune garantie particulière lui permettant d’être payé avant les autres créanciers.
Le CRGE souhaite donc faire évoluer la loi pour reconnaître les créances du GE à l’encontre de l’ entreprise adhérente comme une créance super privilégiée au lieu d’une simple créance chirographaire. Il
s’agit en effet du paiement de salaires et de cotisations sociales et non du paiement d’une simple prestation de services ou d’une vente de marchandises."
2088;2088;Depuis 2016, les Groupements d'Employeurs peuvent déduire de leur bénéfice imposable jusqu'à 2% du montant des rémunérations brutes de leurs salariés, et ceci afin d'éviter d'engager la responsabilité solidaire de leurs adhérents. Seulement, la responsabilité solidaire porte sur les dettes à l'égard des salariés mais aussi des organismes créanciers de cotisations obligatoires. Pour compenser cette asymétrie jouant en défaveur des GE, le CRGE souhaite que le pourcentage de 2% figurant dans l'article 214 du code général des impôts atteigne 4%.
2089;2089;L'article L. 1253-8-1 du code du travail prévoit que « pour l'application du présent code, à l'exception de sa deuxième partie, les salariés mis à la disposition, en tout ou partie, d'un ou de plusieurs de ses membres par un Groupement d'Employeurs ne sont pas pris en compte dans l'effectif de ce Groupement d'Employeurs. » Dans un souci de lisibilité et de simplicité de gestion, le CRGE souhaite que cette règle s'applique également pour les calculs d'effectifs liés à l'application de sources autres que le code du travail.
2090;2090;L'article L. 1253-9 du code du travail dispose que les salariés de Groupements d'Employeurs bénéficient d'une égalité de traitement vis-à-vis des salariés des employeurs auprès de qui ils sont mis à disposition. Cette égalité de traitement s'étend à toutes les rémunérations individuelles, et notamment aux dispositifs d'intéressement et de participation. Seulement, comme il s'agit de dispositifs mis en place par des accords d'entreprise extérieurs au GE, ce dernier ne bénéficie pas du régime social dérogatoire qui s'applique à ces sommes. Le recours aux GE est donc pénalisé par ce surcoût.
2091;2091;La question de l’application au sein du Groupement d’Employeurs des exonérations de cotisations sociales dont bénéficient les adhérents quand ils embauchent en direct fait partie des évolutions majeures pour développer les Groupements d’Employeurs, et constitue une mesure phare de simplification du fonctionnement du dispositif Groupement d’Employeurs.
2092;2092;
2093;2093;Les Groupements qui interviennent à la fois auprès d’adhérents non soumis à TVA et auprès d’adhérents soumis à TVA, sont soumis à la TVA sur l’intégralité des mises à disposition. C’est le principe de la « contamination fiscale ». Cela constitue un frein considérable à l’adhésion de structures (principalement des associations et des collectivités publiques) de tous secteurs, ce qui empêche de compléter le parcours de salariés qui pourraient mettre leurs compétences au service d’entreprises, de collectivités territoriales et d’associations sur leur bassin d’emploi, et ce afin d’accéder à un contrat de travail à temps complet.
2094;2094;Rencontres et échanges avec le HCESSIS, dans le cadre du travail préparatoire au Plan de croissance de l'ESS et au Plan de développement de la vie associative. Travail bilatéral, et également collectif avec d'autres fédérations (FFGEIQ, FNPSL).
2095;2095;
2096;2096;"La question de l’application au sein du Groupement d’Employeurs des exonérations de cotisations sociales dont bénéficient les adhérents quand ils embauchent en direct fait partie des évolutions majeures pour développer les Groupements d’Employeurs, et constitue une mesure phare de simplification du fonctionnement du dispositif Groupement d’Employeurs.
"
2097;2097;Dans le secteur des services à la personne, les Groupements d’Employeurs sont limités dans leur possibilité de créer des emplois partagés. En effet, si depuis la loi du 23 juillet 2010 la délivrance de l’agrément n’est plus soumise au critère d’activité exclusive, les Groupements d’Employeurs ne se consacrant pas exclusivement à l’exercice auprès de particuliers de l’une ou plusieurs des activités de services à la personne, ne sont pas éligibles à la déclaration. Sans déclaration, les Groupements ne peuvent pas bénéficier du taux réduit de TVA prévu à l’article L. 7233-2 du code du travail. Ce qui se révèle handicapant pour le développement d'emplois pérennes dans ce secteur.
2098;2098;L'article L. 1253-8-1 du code du travail prévoit que « pour l'application du présent code, à l'exception de sa deuxième partie, les salariés mis à la disposition, en tout ou partie, d'un ou de plusieurs de ses membres par un Groupement d'Employeurs ne sont pas pris en compte dans l'effectif de ce Groupement d'Employeurs. » Dans un souci de lisibilité et de simplicité de gestion, le CRGE souhaite que cette règle s'applique également pour les calculs d'effectifs liés à l'application de sources autres que le code du travail. 
2099;2099;"L'article L. 1253-9 du code du travail dispose que les salariés de Groupements d'Employeurs bénéficient d'une égalité de traitement vis-à-vis des salariés des employeurs auprès de qui ils sont mis à disposition.
Cette égalité de traitement s'étend à toutes les rémunérations individuelles, et notamment aux dispositifs d'intéressement et de participation. Seulement, comme il s'agit de dispositifs mis en place par des accords d'entreprise extérieurs au GE, ce dernier ne bénéficie pas du régime social dérogatoire qui s'applique à ces sommes. Le recours aux GE est donc pénalisé par ce surcoût."
2100;2100;Les Groupements qui interviennent à la fois auprès d’adhérents non soumis à TVA et auprès d’adhérents soumis à TVA, sont soumis à la TVA sur l’intégralité des mises à disposition. C’est le principe de la « contamination fiscale ». Cela constitue un frein considérable à l’adhésion de structures (principalement des associations et des collectivités publiques) de tous secteurs, ce qui empêche de compléter le parcours de salariés qui pourraient mettre leurs compétences au service d’entreprises, de collectivités territoriales et d’associations sur leur bassin d’emploi, et ce afin d’accéder à un contrat de travail à temps complet.
2101;2101;Depuis 2016, les Groupements d'Employeurs peuvent déduire de leur bénéfice imposable jusqu'à 2% du montant des rémunérations brutes de leurs salariés, et ceci afin d'éviter d'engager la responsabilité solidaire de leurs adhérents. Seulement, la responsabilité solidaire porte sur les dettes à l'égard des salariés mais aussi des organismes créanciers de cotisations obligatoires. Pour compenser cette asymétrie jouant en défaveur des GE, le CRGE souhaite que le pourcentage de 2% figurant dans l'article 214 du code général des impôts atteigne 4%.
2102;2102;En cas de procédure collective (sauvegarde, redressement ou liquidation judiciaire) de l’un de ses adhérents, le GE est considéré comme un créancier dit chirographaire, c’est à dire un créancier simple, ne disposant d'aucune garantie particulière lui permettant d’être payé avant les autres créanciers. Le CRGE souhaite donc faire évoluer la loi pour reconnaître les créances du GE à l’encontre de l’entreprise adhérente comme une créance super privilégiée au lieu d’une simple créance chirographaire. Il s’agit en effet du paiement de salaires et de cotisations sociales et non du paiement d’une simple prestation de services ou d’une vente de marchandises.
2103;2103;Prouver que le boeuf péi est un produit de qualité et qu'il n'est donc pas dangereux. En convaincre les députés pour ne plus qu'ils fassent des déclarations hasardeuses. Organiser une dégustation de boeuf au Sénat pour prouver que la viande est exportable. 
2104;2104;Renseigner les autorités sur le projet de la Technique de l'Insecte stérile (TIS). / Entretenir avec eux de bonnes relations. / Les convaincre du bien-fondé de cette technique. / Obtenir des autorisations pour permettre à l'IRD d'avancer dans la mise en œuvre de son projet. 
2105;2105;A la Réunion, les cigarettes homologuées et non-homologuées ne sont pas taxées de manière similaire. Les actions menées avaient pour objectif que la taxation du tabac à la Réunion suivent le cours des augmentations en Métropole.
2106;2106;Permettre aux thérapies d'addictologie et de sismothérapie d'exister à la Réunion. Le Groupe Les Flamboyants est le seul à disposer de l'expertise nécessaire à ces deux thérapies. Par ailleurs, la Réunion accusant un retard important dans son offre de soins, aider ce groupe hospitalier à agir contre la baisse des financements publics destinés au système de santé ultramarin. 
2107;2107;Informer les titulaires de charges publiques des impacts de la diminution des quotas de pêche. . 
2108;2108;Participer à la survie d'un secteur en difficulté au sein d'une économie réunionnaise en difficulté.
2109;2109;Il s'agissait d'informer, en particulier les Députés et Sénateurs élus de métropole, sur les spécificités des cinémas situés en outre-mer, qui ne peuvent s'acquitter de la TSA de la même maniérè qu'en métropole, En effet, le rendement de ces établissement est bien inférieur à celui des établissements situés en métropole et ne peuvent donc s'acquitter d'une taxe à un taux égal que celui imposé en métropole. Les surcouts liés à l'éloignement , au climat, à la taille du territoire devaient être présentés afin d’être pris en compte
2110;2110;Ma tache a consisté à organiser des rendez vous et accompagner dans la rédaction des notes d'informations . L'objectif clairement affiché est de permettre aux établissements privés de santé , qui font partie intégrante du maillage de l'offre de soins à la Réunion, d'obtenir un accompagnement afin de pouvoir rattraper le retard par rapport à la métropole ou aux Antilles (nombre de lits par habitant, nombre de medecins spécialistes /habitant , ..)
2111;2111;L'amendement proposé est toujours en cours d'étude aujourd'hui (avril 2018)
2112;2112;
2113;2113;
2114;2114;
2115;2115;
2116;2116;
2117;2117;
2118;2118;
2119;2119;
2120;2120;
2121;2121;
2122;2122;
2123;2123;
2124;2124;
2125;2125;
2126;2126;
2127;2127;
2128;2128;
2129;2129;
2130;2130;
2131;2131;
2132;2132;
2133;2133;
2134;2134;
2135;2135;
2136;2136;
2137;2137;
2138;2138;
2139;2139;
2140;2140;
2141;2141;
2142;2142;
2143;2143;email de sensibilisation sur l'impact de l'article 43
2144;2144;email de sensibilisation sur l'impact de l'article 42
2145;2145;
2146;2146;
2147;2147;
2148;2148;
2149;2149;
2150;2150;
2151;2151;
2152;2152;
2153;2153;
2154;2154;
2155;2155;
2156;2156;
2157;2157;
2158;2158;
2159;2159;
2160;2160;L'ensemble des informations sur les activités de plaidoyer de Coordination SUD pour 2019, y compris les rendez-vous, seront disponibles en ligne suite à la publication du rapport annuel et son adoption prévue à l'assemblée générale de Coordination SUD en juin 2020
2161;2161;L'ensemble des informations sur les activités de plaidoyer de Coordination SUD pour 2019, y compris les rendez-vous, seront disponibles en ligne suite à la publication du rapport annuel et son adoption prévue à l'assemblée générale de Coordination SUD en juin 2020
2162;2162;L'ensemble des informations relatives à l'activité de plaidoyer, y compris les rendez-vous individuels, sont comprises dans le rapport annuel 2018 de Coordination SUD disponible à : https://www.coordinationsud.org/wp-content/uploads/Coordination-SUD-rapport-2018BD_web-2.pdf
2163;2163;L'ensemble des informations relatives aux activités de plaidoyer de Coordination SUD, en particulier les rendez-vous individuels, sont consignés dans le rapport d'activité annuel disponible en ligne à : https://www.coordinationsud.org/wp-content/uploads/Coordination-SUD-rapport-2018BD_web-2.pdf
2164;2164;L'ensemble des activités menées, en particulier tous les rendez-vous, est précisé dans le rapport annuel de Coordination SUD, disponible ici : https://www.coordinationsud.org/wp-content/uploads/COOR-SUD-RapportWEB-vf-2.pdf
2165;2165;L'ensemble des actions, dont les rendez-vous, est précisé dans le rapport annuel de Coordination SUD, disponible ici : https://www.coordinationsud.org/wp-content/uploads/COOR-SUD-RapportWEB-vf-2.pdf
2166;2166;* Sollicitations directes par des parlementaires * Intervention dans l'intérêt des entreprises du secteur de la restauration immobilière constituant la clientèle de l'avocat, sans que ces entreprises ne soient expressément identifiées.
2167;2167;
2168;2168;
2169;2169;
2170;2170;
2171;2171;
2172;2172;
2173;2173;
2174;2174;
2175;2175;
2176;2176;
2177;2177;
2178;2178;"Date : 25 janvier 2018
Contacts : Préfet des Côtes d'Armor, accompagné du DDTM et du DDPP
Sujet : préparation du projet de loi ""EGA""
Sujets annexes : marchés des légumes frais et gestion de la faune sauvage
Support : Rencontre
Documents: dossier + note explicative"
2179;2179;"Date : 16 février 2018
Contacts : Parlementaires des Côtes d'Armor, accompagné du DDTM et du DDPP
Sujet : préparation du projet de loi ""EGA""
Support : déjeuner suivi d'une réunion du Conseil Agricole Départemental
Documents : dossier + note explicative"
2180;2180;"Date : 16 février 2018
Contacts : Parlementaires des Côtes d'Armor, accompagné du DDTM et du DDPP
Support : déjeuner suivi d'une réunion du Conseil Agricole Départemental
Documents : dossier + note explicative"
2181;2181;"Date : 11 avril 2018
Contacts : Parlementaires des Côtes d'Armor (9)
Sujet : Projet de loi ""EGA"" - examen du projet de loi et des amendements par la commission des affaires économiques de l'Assemblée Nationale
Support : Emailling ""info Parlementaires""
Documents : email ""Info Parlementaires"", accompagné d'une note explicative"
2182;2182;"Date : 11 avril 2018
Contacts : Préfet des Côtes d'Armor, copie au DDTM
Sujet : Demande de dérogation pour épandage les jours fériés du mois de mai 2018 en raison des conditions climatiques et des retards de travaux
Support : courrier FDSEA
Documents : aucun"
2183;2183;"Date : 22 mars 2018
Contacts : Parlementaires des Côtes d'Armor, accompagné du Préfet du DDTM et du DDPP
Sujet : débat sur le thème ""l'entreprise agricole demain"", prise de parole du président de la FDSEA, suivie d'une intervention du Préfet des Côtes d'Armor
Support : Invitation et participation aux débats de l'Assemblée Générale de la FDSEA
Documents : aucun"
2184;2184;"Date : 16 février 2018
Contacts : Parlementaires des Côtes d'Armor, accompagné du DDTM et du DDPP
Support : déjeuner suivi d'une réunion du Conseil Agricole Départemental
Documents : dossier + note explicative"
2185;2185;"Date : 16 février 2018
Contacts : Parlementaires des Côtes d'Armor, accompagné du DDTM et du DDPP
Support : déjeuner suivi d'une réunion du Conseil Agricole Départemental
Documents : dossier + note explicative"
2186;2186;"Date : 16 avril 2018
Contacts : Parlementaires des Côtes d'Armor (Eric Bothorel)
Sujet : Projet de loi ""EGA"" - examen du projet de loi et des amendements par la commission des affaires économiques de l'Assemblée Nationale
Support : Rencontre
Documents : Note explicative remise par Edwige Kerboriou (SG de la FDSEA) auprès d'Eric Bothorel"
2187;2187;"Date : 31 mars 2018
Contacts : Parlementaires des Côtes d'Armor (Eric Bothorel)
Sujet : Découverte du fonctionnement d'une exploitation agricole en production laitière et porcine (exploitation de Jean-Christophe SALIOU de Ploubezre)
Support : visite d'exploitation
Documents : pas de documents"
2188;2188;"Date : 24 octobre 2017
Contacts : parlementaires des Côtes d'Armor
Sujet : Examen du PLF et du PLFSS
Support : emailling
Documents: email + note explicative + propositions d'amendements"
2189;2189;"Date : 10 novembre 2017
Contacts : sénateurs des Côtes d'Armor (3)
Sujet : Examen du PLF et du PLFSS
Support : emailling
Documents: email + note explicative + propositions d'amendements"
2190;2190;"Date : 1 septembre 2017
Contacts : députés des Côtes d'Armor (3)
Sujet : Prise de contact et présentation des élus de la FDSEA
Support : déjeuner et remise de documents
Documents: diaporama de présentation de la FDSEA et de son réseau + trombinoscope du conseil d'administration + coordonnées des membres du bureau de la FDSEA"
2191;2191;
2192;2192;
2193;2193;
2194;2194;
2195;2195;
2196;2196;
2197;2197;
2198;2198;
2199;2199;
2200;2200;
2201;2201;
2202;2202;
2203;2203;
2204;2204;
2205;2205;
2206;2206;
2207;2207;
2208;2208;
2209;2209;
2210;2210;
2211;2211;
2212;2212;
2213;2213;
2214;2214;
2215;2215;
2216;2216;
2217;2217;
2218;2218;
2219;2219;Présentation générale des activités de Danone en France, dont Nutricia
2220;2220;"Oct 18: Marseille MJ1: JL Chauvin CCI, D. Parakian (Ville), Ph. Bernand (Aéroport)...
Fev. 19: RDV Région ARA avec G. Darde et B. Mainguy, DGA. Arguments éco sur sous-traitance. Avril 19: RDV Région ARA avec G Darde et Mr Bouchardon DGA/Lycées sur projets externalisation 2020. Point sur Lycées actuellement gérés par Elior sur ARA.
Mai 19: Réunion de travail avec G.Darde à Lyon sur les cibles commerciales 2020 (Meylan, Villefontaine, Voiron, Vienne, Bourgoin, Caluire, Décines, Valence) Stratégie, éléments quali et quanti à porter...
Juin 19: Salon des Elues locales Lyon 8e
Juillet 19: Prise de RDV et accompagnement Cath. MARTIN auprès de Mr CHARBI, DG du CCAS de Lyon (Consult. 2019 ou 2020)"
2221;2221;
2222;2222;
2223;2223;Rencontre des élus du Medef 93-94 en présence de Monsieur le Préfet et des acteurs économique du Val de Marne afin de faire un point sur les différents sujets et/ou problématiques du territoire
2224;2224;Demande d'audience adressée aux députés des départements 93 et 94 sur la loi pacte pour un éclairage territorial afin de contribuer aux discussions sur ce projet de loi
2225;2225;Rencontres avec les députés des départements 93 et 94
2226;2226;Atelier citoyen sur el thème de l'apprentissage
2227;2227;Rencontre avec Madame la Ministre des sports et les entreprises des départements du 93 et 94 : enjeu JO 2024
2228;2228;Dialogues avec un sénateur du Val de Marne et des chefs d'entreprises du Val de Marne sur le thème : bénéfice des dispositions votées et interrogations sur la pertinence des textes votés. 
2229;2229;Invitation, rencontre et échanges avec Madame la Députée Sylvie Charrière (8ème circonscription de la Seine Saint Denis)
2230;2230;"Invitation et rencontre avec le député Frédéric Descrozaille (1ère circonscription du Val de Marne)
Organisation d'un ""atelier des entrepreneurs"" planifié le 11 octobre 2018"
2231;2231;03:10:2018 = Préparation de l'atelier entrepreneurs : pédagogie sur la loi pacte à destination des chefs d'entreprise en présence du député de la première circonscription du Val de Marne. Réunion planifiée le 11/10/2018.
2232;2232;Messages adressés aux sénateurs des départements 93 et 94 concernant les dispositions visant à augmenter les recettes de la Société du Grand Paris. Dispositions votées à l'initiative des députés Gilles Carrez et Joël Giraud sans concertation préalable avec les acteurs concernés.
2233;2233;Correspondance adressée aux députés des départements du 93 & 94 sur l'apprentissage, la formation professionnelle, l'assurance chômage… 
2234;2234;Rencontres avec les entrepreneurs des départements 93 & 94 
2235;2235;Courrier adressé par le MEDEF aux membres de la commission des finances sur le PAS et note adressée aux députés sur les conséquences du PAS
2236;2236;Rencontre avec la DDFIP afin de satisfaire aux demandes des entreprises en difficultés
2237;2237;Echanges avec Monsieur Stéphane Troussel et les entreprises du 93 sur les JO 2024
2238;2238;
2239;2239;
2240;2240;
2241;2241;
2242;2242;
2243;2243;
2244;2244;
2245;2245;
2246;2246;
2247;2247;
2248;2248;action en vue de définir de manière cohérente la liste des variations mineures pour rendre efficient le modèle de redevance
2249;2249;
2250;2250;Analyse des conditions d'application de l'article 56 de la LFSS 2017
2251;2251;Sur le fondement des résultats d'une étude d'impact visant à revoir le modèle de développement du médicament générique, proposition d'instauration d'une franchise différenciée à destination des patients et d'une rémunération spécifique pour les professionnels ayant des prescriptions efficientes
2252;2252;Propositions de mesures allant dans le sens dans la stratégie nationale de santé afin de pérenniser le système de santé, favoriser l'accès de tous aux innovations et optimiser les économies des comptes sociaux
2253;2253;Communication d'éléments en vue de l'extension des dispositifs d'incitations aux prescriptions efficientes à toutes les spécialités concernées
2254;2254;"Soutien d'un texte favorable à un SPC manufacturing waiver pleinement exhaustif et efficace afin de favoriser le ""made in Europe"" pour les spécialités génériques et biosimilaires"
2255;2255;"Accompagnement des mesures du PLFSS 2019 introduisant la justification de la mention ""non substituable"" ainsi qu'un reste à charge pour les patients en cas de refus du médicament générique"
2256;2256;Proposition de solutions destinées à enrayer les phénomènes de ruptures en préservant une offre pérenne de médicaments génériques 
2257;2257;Finalisation des textes réglementaires en vue de l'application de la directive et du règlement délégué sur la lutte contre les médicaments falsifiés
2258;2258;Demande de mise en place d'un plan de développement des médicaments biosimilaires et de mesures incitatives pour les spécialités du circuit ville et hôpital - Prise en compte des spécificités des biosimilaires dans la régulation financière
2259;2259;Présentation des résultats et de l'étude d'impact d'une étude visant à revoir le modèle de développement du médicament générique, instauration d'une franchise différenciée
2260;2260;Présentation des résultats d'études (données du marché, comparaisons européennes)
